ycm,ROW,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53
16.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.286347980157788,0.0,2.427795129593694,0.0,2.330038999277835,0.0,2.589327616461022,0.0,3.218903444726677,0.0,3.689544135663623,0.0,3.843096418402771,0.0,3.914651650988737,0.0,3.402494426800521,0.0,2.452641962126852,0.0,2.35155761235549,0.0,2.419687083240188,0.0,2.453597589741185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.597479705410643,2.598965893657085,2.579085299970886,2.689665171498043,2.566166251696281,2.775319169113365,2.797558112798996,2.96045668405766,3.007510670202646,3.712737772360865,4.280632137089787,4.410671045266707,4.445452078314031,4.493262715635878,4.515282374104774,4.521948481903298,4.410705561039702,3.880962909054358,3.128960464013142,3.037318480557106,2.961039365046141,2.89477646039952,2.778954081379692,2.814904373468246,2.839791190576024,2.797463361222382,2.716633115587629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827827642799191,2.87351262645108,2.932950589089024,3.005964959554227,3.185614004731311,3.128765547397359,3.407513312680346,3.279271622961029,3.447430336767974,3.642203041349187,4.343904837424349,4.765966012674578,5.22705582999939,5.028738285937528,5.169219991721936,4.973889865771258,5.247154341479982,4.83091980831836,4.581691184364066,3.78012260823414,3.606632131042292,3.3918575742492,3.487554782816758,3.250049562956592,3.221185138677079,3.159263569851562,3.179831548984688,2.969606168768827,2.81230065925229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.966090005269636,3.113478272495407,3.135792568505465,3.240398240744909,3.326209944425686,3.429454805206349,3.355768620481497,3.547939357407422,3.4645847295968,3.700147595020897,3.769966321001778,4.596783230579232,5.212271246184792,5.425088599738696,5.273225243714758,5.358402509533144,4.963902755778342,5.300551047317604,5.084128146389694,4.692802679432936,3.803206653517063,3.794090626716869,3.512204018091611,3.61702958836948,3.51250424895284,3.474622364251441,3.396246401168456,3.373716913769931,3.169659351250699,3.13307948369013,2.977402841365487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.168674824055838,3.307034586527623,3.524202873407337,3.489486683584634,3.566639860959461,3.661097173169348,3.850226651186901,3.786213315176581,3.963890766871042,3.937564933542286,4.118608992717035,4.374626654284304,5.060990517706012,5.561670879530008,5.987802079055844,5.8810804694436,6.027262046917542,5.746793990557396,5.907018945622398,5.54962727068982,5.302184733460922,4.489307243309483,4.254319704216509,3.991212536781664,3.955855303616711,3.842941226924579,3.768553668207391,3.73342431707046,3.749130353675882,3.584268275286217,3.572955082892043,3.325030035320539,3.223889334245767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.249995212616883,3.416445890068,3.569170643377679,3.702027767842865,3.731311431466272,3.802672399896306,3.901312236105344,4.075414416573885,3.974967222166886,4.244899789161261,4.20317524498427,4.500486453866053,4.548940785712394,5.409784995044366,5.985619675173384,6.267080106607168,6.23603250808625,6.334953358251224,6.088992213911304,6.197235447619252,5.905177257286264,5.52780118894334,4.59751788204344,4.530089603998274,4.242471121201826,4.324383112034577,4.134851686921372,4.122227488246969,4.01976684523011,3.996501733939591,3.845328313326242,3.724317300018295,3.52587288277886,3.456715456106007,3.23830791908859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.437750418409014,3.534309129276133,3.677942880221599,3.808672542847856,3.983426123120172,4.039267737875557,4.011426071054147,4.281122609571968,4.57515155683641,4.548244718642136,4.837565922622846,4.869270491595882,5.131220792050512,5.292089909308936,6.043589001585676,6.493809934246916,6.858866164113196,6.81518088899036,6.9875266640898,6.784820090018082,6.887753373657046,6.544310824612074,6.306324882982736,5.395590190915182,5.026049708531318,4.841934105244764,4.964354336398396,4.682509451880216,4.565737752629004,4.469944787583666,4.371781423526129,4.170423832250986,3.953112921076036,3.873716458312153,3.838791688310813,3.559974863471473,3.386648392125011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.483079159015442,3.679557370204638,3.771548005857036,3.957268692498628,4.004150524671976,4.320119084360279,4.430907325861637,4.569006642566216,4.63660057429197,4.9202392702015,4.805294172942402,5.24231735693145,5.3051200067259,5.534377142262446,5.444609057887162,6.49765578450443,7.087164896115412,7.36397300636096,7.17829821967219,7.45217884958609,7.175008108414178,7.370286251113386,7.077987784522252,6.673178700371038,5.652468290103238,5.53713442274429,5.134861254847516,5.31454129908538,5.06509403157209,5.05277406531278,4.922493128949424,4.761342238670908,4.511472671075538,4.357817168595092,4.177088341082906,4.055916466271242,3.776151454361479,3.670417164419384,3.505680453316989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,57,0.0,0.0,0.0,0.0,0.0,0.0,3.533328133115267,3.776777095292736,4.025851897537061,4.169724545737407,4.3754333592439,4.57791915149955,4.86199236378733,5.021053951511838,5.19709259905711,5.351941787709072,5.663910776735214,5.71247975653989,6.021289325434654,6.136617117458166,6.256558712386206,6.592384585716268,7.415260182429466,7.954040749812066,8.331562745543042,8.314236207846832,8.467882406168194,8.327458034666977,8.340395737860073,8.033931680478371,7.655933843875924,6.744523832880962,6.335158437495092,6.077239757022668,6.093855573523516,5.873423959843444,5.657771348100596,5.469268714719978,5.239621731132544,5.062794197818332,4.78959474114589,4.672172726916562,4.431634381329771,4.211952265368779,4.013188357874056,3.869823329973222,3.725305597822715,0.0,0.0,0.0,0.0,0.0,0.0
11.5,56,0.0,0.0,0.0,0.0,0.0,3.743606467442467,3.930621454836542,4.064849191503172,4.37939175310573,4.50606492031163,4.845499210924604,5.070100358294998,5.40316407911924,5.594223517341268,5.75986666096945,5.91016320075199,6.304136914214722,6.359424751047286,6.776426381283188,6.9635004252859,7.175663328064076,7.25311039016223,8.317428562069638,8.982175175160346,9.303123202478899,9.279201460003897,9.40105850873383,9.326545886225457,9.334832328805453,9.061409355655242,8.475278384499832,7.33453476004959,7.156459755431022,6.745083762224548,6.839732270205162,6.67697488617757,6.364266294624122,6.057188650697348,5.88703023356668,5.710487647919354,5.478532843977182,5.290373444107686,4.93696222399036,4.62683486790981,4.426753857786568,4.235118910879128,4.041356134944812,3.755615856339462,0.0,0.0,0.0,0.0,0.0
