ycm,ROW,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53
16.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.980200038779577,0.0,4.059794242095942,0.0,4.086233877123475,0.0,4.16202688786483,0.0,4.192526684022054,0.0,4.239246251574736,0.0,4.331701634616666,0.0,4.312930680630843,0.0,4.260968633050792,0.0,4.104270390134771,0.0,4.048903075214644,0.0,3.94854447627407,0.0,3.948908401116582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64569349812811,4.72240348111353,4.71255679865648,4.789636406164028,4.743880220906446,4.84050920281812,4.787959473779552,4.90443928953786,4.89890371253097,5.011914646633772,5.054695500326016,5.08051581894133,5.035765847854128,5.108914158991898,5.105159390160224,5.11842531690113,5.056373817533618,5.051393428330266,4.979228859965316,4.930507081536736,4.888878398462834,4.840444774661468,4.735945857865914,4.746196767424792,4.693417529060088,4.709485536407362,4.658611714787466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.412099518222138,5.542877461573122,5.551163588889954,5.64672875684924,5.642314362997244,5.732270809315028,5.743963239463008,5.775589744202118,5.768867083976088,5.849410790638684,5.901532689656044,6.042645793912056,5.99235567601044,6.026063160409072,5.963029763336572,6.02100516352921,5.999237379279832,6.014643131540964,5.909002402771338,5.871676952035834,5.749650677584024,5.768412645639494,5.688051767102482,5.710559754976834,5.606879206499096,5.624095094378008,5.537004500665312,5.507850022194634,5.36354930167099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.475852093202388,6.667884941778692,6.56255324105229,6.771134247834038,6.680880276853284,6.872224188160256,6.798925413893414,6.941182900014758,6.801569179589826,6.953529130518034,6.828339676391636,7.15539855433169,7.22199930965573,7.315826888735236,7.113101354435152,7.248843540513814,7.016594121340214,7.23300699216439,7.093958926579072,7.147564885216068,6.848825867822662,6.930523281989078,6.747069739408636,6.871039307656808,6.811362188439844,6.792719565855084,6.659079141287542,6.700443681393558,6.472234571654768,6.562092891501734,6.379549309144596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.973255225202264,8.49926325457784,8.22103491463795,8.636060240097965,8.289939884540626,8.741163847292318,8.36677669889708,8.806785383816216,8.420273767112786,8.806108237938506,8.41534058211459,8.905103645085257,8.669722541623354,9.167062296944861,8.93585121483962,9.210211325960119,8.90264892294332,9.128202838215921,8.82223754145844,9.087403347143669,8.738472343691203,8.89386852632562,8.376546843140988,8.722376857636869,8.23767353567627,8.637803732429987,8.093557727193852,8.543753717063112,8.133456511966608,8.473826841654416,8.033038383536582,8.286542556411856,7.789511422638892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.971241510806763,11.149076148037757,11.326910785268755,11.398811852714873,11.470712920160993,11.548885724519632,11.627058528878273,11.63411209211993,11.641165655361586,11.614207539149202,11.587249422936816,11.64713060157413,11.707011780211444,11.773843950936092,11.84067612166074,11.864959966641564,11.889243811622386,11.830287289372048,11.771330767121713,11.733137671983839,11.694944576845964,11.653286813746792,11.61162905064762,11.569923181484597,11.528217312321575,11.468419395365771,11.408621478409971,11.348771483107207,11.288921487804444,11.272749693632075,11.256577899459707,11.100324504893528,10.944071110327352,10.78660526106588,10.62913941180441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06112479778993,22.0902046869435,22.11928457609705,22.35510520348495,22.59092583087284,22.49983124873216,22.40873666659147,22.58287751256898,22.75701835854648,22.59888724463533,22.44075613072417,22.49012789641154,22.53949966209893,22.32031222415918,22.10112478621944,21.96556489985283,21.83000501348622,21.68019139598296,21.5303777784797,21.62546499831223,21.72055221814475,21.64376832892811,21.56698443971146,21.64343079903362,21.71987715835579,21.72798171244139,21.736086266527,21.54831213070375,21.3605379948805,21.26833275537941,21.17612751587831,20.9419327292317,20.7077379425851,20.55994873339682,20.41215952420855,20.22066816513725,20.02917680606594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.78001989187084,87.03565412926648,87.2912883666621,87.0188365768446,86.7463847870271,87.24431525811715,87.7422457292072,87.63174436886196,87.52124300851672,87.34838108292462,87.17551915733254,87.28791735595615,87.40031555457976,87.28716997331038,87.17402439204102,87.16328662826838,87.15254886449571,87.17311295245406,87.19367704041242,87.1486589610923,87.10364088177218,86.90252921641614,86.70141755106012,86.95950495573172,87.21759236040334,86.9267509065537,86.63590945270406,86.49846949775134,86.36102954279863,86.62806840678893,86.89510727077918,86.67961862262592,86.46412997447268,86.21219849969577,85.96026702491888,86.19175228922606,86.42323755353324,85.882608322598,85.34197909166278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,57,0.0,0.0,0.0,0.0,0.0,0.0,95.05160434388915,93.34899063538649,94.88329468593967,93.56305725826375,95.54623412025003,94.03982796413428,96.47624700810556,94.44697726570809,96.2195122831717,94.52335699139017,96.59464231178792,96.4983168583965,96.40199140500508,96.3994947226669,96.39699804032874,96.46971493297428,96.5424318256198,96.67027689122781,96.79812195683586,96.7871748833006,96.77622780976535,96.52734070104069,96.27845359231603,96.43378131723713,96.58910904215826,96.44481149382023,96.3005139454822,96.2020665758321,96.10361920618197,96.27972020755747,96.455821208933,96.2637627790369,96.07170434914082,96.01268974169948,95.95367513425813,96.08501000600802,96.21634487775788,93.80920670403825,95.5825466482437,92.95588063651707,94.72109842495158,0.0,0.0,0.0,0.0,0.0,0.0
11.5,56,0.0,0.0,0.0,0.0,0.0,95.32712890028556,96.20431675370001,96.6810436198462,96.6518475460254,96.53141186020322,97.11941152280532,97.39044594115444,97.6482278203866,97.34990404234786,97.55586882494904,97.75803036208444,98.05133531082618,97.90584680299936,98.0439171167449,98.01575385969863,98.01821617936584,97.69732366439786,98.05322285715216,97.73339905899893,98.229201857638,98.30736350425508,98.26914514400733,98.13288583541934,98.07087495973455,98.2248600556729,98.15863895766039,97.90094347162417,97.77314319501161,97.47761733505514,97.94389798133496,98.10295177570445,97.92385004579174,97.58996619262805,97.56314040704112,97.559662964955,97.60991394002615,97.46778899633674,97.3628557367154,97.01469773661817,96.74195158481913,96.17789838121011,96.46054291270768,96.31796411270489,0.0,0.0,0.0,0.0,0.0
