ycm,ROW,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53
16.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155227401213672,0.0,0.200734429671154,0.0,0.146897036717924,0.0,0.216320226451536,0.0,0.268721025788101,0.0,0.278407644239595,0.0,0.277275545008892,0.0,0.330903537450899,0.0,0.29450336983116,0.0,0.186036060291068,0.0,0.187404089767336,0.0,0.211172120370293,0.0,0.204385690815002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2238500052399,0.198031338848778,0.193936268644728,0.200057242509294,0.189687239430423,0.229816007930974,0.265559359822109,0.255560940371834,0.274405073639863,0.33396699519255,0.409033071501913,0.398698205784078,0.426325273724306,0.396794123557473,0.428969239020327,0.416087150144863,0.426457632862091,0.348769366083104,0.284915770226996,0.271805880167878,0.291312902459917,0.253794373172197,0.24266413776082,0.247270210799428,0.277611047838227,0.253379951715568,0.241949047173259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247467903916566,0.242973826911369,0.219111680296812,0.23062564658529,0.21587103229087,0.251290745432431,0.317120395753442,0.289555217697096,0.265959101573826,0.319810087918456,0.383708809840324,0.443184511697221,0.481026833670497,0.466977408453746,0.454606436476369,0.450788059573139,0.478018191246135,0.438782722995441,0.389200691412168,0.340706365391061,0.324958787693531,0.311055191551737,0.293796362700714,0.280237716698901,0.257633537228374,0.284463601172773,0.289574021035785,0.262290803751024,0.241104723635025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251813189965173,0.277810057660932,0.281465718192196,0.274757514211407,0.29358360510875,0.269751464078093,0.282484314254988,0.301029941960308,0.309582013639007,0.315812410814474,0.355167366619809,0.419196534197629,0.49896933177615,0.501604197792206,0.505951089943811,0.488673450230813,0.441558371549723,0.472035061785652,0.461454376461371,0.423164555185761,0.363750212231548,0.35503455124604,0.334152713352788,0.317770092944301,0.326856829105698,0.305219857409511,0.313035798588705,0.309610257674494,0.276535423160029,0.283887278653729,0.26188892010207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246229989609129,0.291011068136868,0.330493418569792,0.314562790790201,0.30486905324787,0.306774870519268,0.287066904657765,0.29868239300612,0.294933044193795,0.330438618187061,0.332541161425252,0.388342914925584,0.438940628554233,0.503144784298891,0.520469535778364,0.544175608416054,0.552577902953348,0.513992414395942,0.50710930788538,0.497544051408092,0.478252940637958,0.414836520304036,0.397276491706295,0.359446703095769,0.316274466618004,0.332441035040997,0.323353264715267,0.34153305586714,0.35929578791346,0.336900874723216,0.356020047717793,0.305319048982397,0.280263285886582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281040862422446,0.289511513367797,0.33550767440338,0.338515780327305,0.341422973150945,0.313401624395403,0.341579919062686,0.335480319742053,0.330245308917933,0.352227941443776,0.384698253490191,0.403727548830172,0.426722503103043,0.490198470687504,0.554199641086817,0.562909232422751,0.597703904988693,0.592805269070628,0.554724075195318,0.55263349315897,0.543359580647659,0.507438488808479,0.42006643664034,0.414145066515368,0.390083140705987,0.374411234560325,0.363279579725019,0.369182040411126,0.370447372251129,0.368032665479307,0.355752240101582,0.339861339865893,0.323103942223144,0.313045146569361,0.283479573965505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285724449730961,0.299351044749355,0.295267527036232,0.331737983203343,0.346639055185105,0.335270572629715,0.265734552120111,0.347862667026506,0.383029146329829,0.381548804904323,0.399035159173185,0.451120405293655,0.470948277302201,0.481128182787548,0.540931110005921,0.591134324951721,0.579263847837131,0.62406615176906,0.666215193145154,0.623718164208775,0.605341008907523,0.601708679339849,0.588074997307957,0.496918713801092,0.449154197008851,0.436851782780106,0.42800775119229,0.427385114720707,0.419647944953089,0.419456990952159,0.386635261651057,0.370666241662761,0.324569129421054,0.358869558635183,0.365333784202211,0.309732669343181,0.246817967214518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334607629594308,0.333622933621068,0.335371339807781,0.339314477050602,0.349537676188655,0.374339176447495,0.387285710062697,0.379285270346397,0.401107050593399,0.418608776180312,0.413885605196346,0.478047536665455,0.549799931209043,0.518390835061272,0.485910840739025,0.598173825124241,0.690142700877013,0.660845522089622,0.653081661105261,0.696424530667162,0.668592379587103,0.677907213289542,0.670059130496255,0.625716004961231,0.530379224247217,0.511822749071496,0.480162042213295,0.483680041181199,0.49860518301243,0.483673247230959,0.501097384953359,0.442011537634901,0.415708335477351,0.389107373640137,0.422471378694323,0.376045565601715,0.343299351990491,0.314458082449219,0.333910081100159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.265598841960515,0.33565661886928,0.378788315351221,0.377344995536378,0.377081365169741,0.397749309219793,0.413894264353522,0.44537494812151,0.463013768609379,0.463991552714618,0.476413302601674,0.503308674638226,0.549469451083246,0.588626260656837,0.56690429099482,0.605258896976474,0.675710648875002,0.738593152902317,0.720893878539083,0.765554007416213,0.797808888831131,0.784885025810733,0.767636334167287,0.75565061378149,0.714350667793494,0.630429372457602,0.587595532816621,0.557604297495953,0.52794518830678,0.552285906631406,0.515342476004958,0.511876907923174,0.464605168457838,0.456199597393341,0.393680650967821,0.434900959908346,0.373077747519837,0.369439926110849,0.333804929491707,0.360920273943442,0.352433045923719,0.0,0.0,0.0,0.0,0.0,0.0
11.5,56,0.0,0.0,0.0,0.0,0.0,0.365852606227554,0.347474531732007,0.363631688571076,0.401898741996453,0.418138961816769,0.429264648675907,0.450483931167254,0.480757893241377,0.517306049460441,0.505906694468036,0.515432089054022,0.549992222108165,0.573466339671638,0.637410597998447,0.68833136934024,0.675311510416245,0.692509807297048,0.789089587174365,0.86762538331817,0.864442980861728,0.890431601189376,0.880903313860102,0.905502500657409,0.89448717546445,0.870556322668923,0.807841002377285,0.689392064973078,0.666499495312183,0.634714426647118,0.637202070134835,0.667250779201455,0.596787857862362,0.566462602276542,0.54285429111073,0.550804234670354,0.515648607128687,0.550374062451402,0.45565268181587,0.427577675441362,0.394187412503947,0.423533039258182,0.397145853327689,0.373796896365183,0.0,0.0,0.0,0.0,0.0
11.0,55,0.0,0.0,0.0,0.0,0.394379948363682,0.397988941567757,0.394814990168882,0.417203812803769,0.447036002246745,0.456424026466803,0.471354336549863,0.518329909324422,0.541347327984292,0.548316384614141,0.527874870748301,0.600726011611038,0.634657157105326,0.667707209105604,0.738375231898663,0.756729476192312,0.753500574032873,0.823178593671984,0.920512509207242,0.977720197412693,0.978821060400283,0.976744839684627,0.929870264762493,1.004410768410096,1.034253544364179,0.998454882059163,0.957064954073644,0.832618832070496,0.754295956811914,0.75700588447959,0.718897886383988,0.710272543924491,0.638095573966492,0.637803853812406,0.589545159038186,0.591029583496275,0.567735480425172,0.549845926975903,0.471581241850879,0.453784602740755,0.391834005824536,0.432445957225201,0.438820431763672,0.406886061166058,0.407927745023335,0.0,0.0,0.0,0.0
10.5,54,0.0,0.0,0.0,0.382981157867061,0.425132878056389,0.436908221510912,0.450714494156532,0.463332570228375,0.484564211360978,0.489166805253837,0.55650696981307,0.610134041596279,0.618438547126866,0.60673729026353,0.662488967368824,0.724939929536503,0.738029291281707,0.72433010774679,0.817762947665847,0.846710729497472,0.896425194985671,0.926191484150776,1.040438750268048,1.143921836725078,1.131828352075741,1.107856432386355,1.1197746557668,1.148016763856303,1.150859849877637,1.131944707129905,1.064044797276624,0.929722352423347,0.912729450562702,0.92011526807534,0.850693744404748,0.81684593614603,0.778273270901945,0.757112079968404,0.705816016441402,0.656033459851389,0.636634813640546,0.609692923176158,0.552964517672844,0.524145487846242,0.476065501521284,0.475596352054413,0.458384916506845,0.406999171512042,0.399481155846777,0.358025349093748,0.0,0.0,0.0
10.0,53,0.0,0.0,0.391387644830258,0.420530881862806,0.486262184483901,0.491683302787136,0.507802194717958,0.51891688194694,0.538721467714953,0.58905599609925,0.655372695852303,0.692577937105116,0.715535528663363,0.746204154574718,0.790403778926962,0.836955525382481,0.868189970738211,0.907584663843718,0.961635721520463,1.004017961839583,1.059297992261562,1.111625220477887,1.171129170989098,1.270560244676459,1.296714078791247,1.305423115360357,1.293355162062048,1.310731120129543,1.289224384160161,1.278910161013539,1.237447175479599,1.122680327698447,1.04678422494021,1.014850599706867,0.946915887013633,0.942986040675374,0.901039493526856,0.87461118429135,0.820573366907629,0.764913453943425,0.713077391109463,0.677051026634781,0.606438417818098,0.581813938445525,0.512686160359946,0.520436727457599,0.512123710697253,0.463250879829503,0.424972357757981,0.408369512428958,0.40323107812283,0.0,0.0
9.5,52,0.0,0.389542229147474,0.413215849360945,0.421492540270003,0.51473152189472,0.535760610435775,0.558000561305196,0.565811295126473,0.607260147826097,0.672963015575907,0.723368525588391,0.78926948230852,0.827459065195401,0.872140020445018,0.927255186447414,0.96428842232825,1.028940417720733,1.076182855369408,1.115112984329818,1.148427404078835,1.232983712841124,1.289882234510114,1.390789858066792,1.470475892200414,1.510071132707719,1.523766788201779,1.526831741728654,1.51232817043966,1.501338037158529,1.457024377284491,1.394412758017451,1.276767557950631,1.231224099409635,1.145587018798285,1.140751274303287,1.107142846014975,1.058972052226551,1.01971979676251,0.937554696421786,0.869969597905218,0.826053117678819,0.778995374435404,0.712750450400477,0.683985687757815,0.613803644667907,0.581340686718785,0.551956367568337,0.508908279350737,0.486990602262394,0.447249264741271,0.421313629589278,0.377987157707086,0.0
